,VENUE,H_TEAM,LAT,LNG,LOCATION,MANUAL_ENTRY_x,CAPACITY,MANUAL_ENTRY_y
66,BASKETBALL CENTER OF MOSCOW REGGION,KHIMKI,55.88577429999999,37.456785,"Khimki, Novyye Khimki, Khimki, Moskovskaya oblast', Russia",False,5000,True
67,BASKETBALL CENTER OF MOSCOW REGION,BC KHIMKI,55.88577429999999,37.456785,"Khimki, Novyye Khimki, Khimki, Moskovskaya oblast', Russia",False,5000,True
68,BASKETBALL CENTER OF MOSCOW REGION,KHIMKI,55.88577429999999,37.456785,"Khimki, Novyye Khimki, Khimki, Moskovskaya oblast', Russia",False,5000,True
69,BASKETBALL CENTER OF MOSCOW REGION,KHIMKI MOSCOW REGION,55.88577429999999,37.456785,"Khimki, Novyye Khimki, Khimki, Moskovskaya oblast', Russia",False,5000,True
70,BASKETBALL CENTER OF MOSCOW REGION,LIETUVOS RYTAS,55.88577429999999,37.456785,"Khimki, Novyye Khimki, Khimki, Moskovskaya oblast', Russia",False,5000,True
71,BASKETBALL CENTER OF MOSCOW REGION,VALENCIA BASKET,55.88577429999999,37.456785,"Khimki, Novyye Khimki, Khimki, Moskovskaya oblast', Russia",False,5000,True
72,BASKETBALL CITY MAINHATTAN,FRAPORT SKYLINERS FRANKFURT,40.7097802,-73.9847377,"Manhattan, New York, New York County, New York, United States",False,1000,True
73,BASKETBALL HALL JAZINE,KK ZADAR,44.1107674,15.2328616,"Zadar, Općina Zadar, Zadarska županija, Croatia",False,3500,False
74,BASKETBALL KAZAN,UNICS KAZAN,55.7878944,49.12332929999999,"Kazan, Gorod Kazan', Republic of Tatarstan, Russia",False,7482,False
75,BEAUBLANC,LIMOGES CSP,45.84762749999999,1.243385,"Limoges, Haute-Vienne, Nouvelle-Aquitaine, France",False,6500,False
76,BESIKTAS ARENA,BESIKTAS SOMPO JAPAN ISTANBUL,41.08701066408199,29.02304417299097,"Akat, Açelya Sk No:2, 34335 Beşiktaş/İstanbul, Turčija", Açelya Sk No:2,3200,False
77,BESIKTAS INTEGRAL ARENA,BESIKTAS IF ISTANBUL,41.08701066408199,29.02304417299097,"Akat, Açelya Sk No:2, 34335 Beşiktaş/İstanbul, Turčija",True,3200,False
78,BESIKTAS INTEGRAL ARENA,BESIKTAS INTEGRAL FOREX ISTANBUL,41.08701066408199,29.02304417299097,"Akat, Açelya Sk No:2, 34335 Beşiktaş/İstanbul, Turčija",True,3200,False
79,BIELLA FORUM,LAURETANA BIELLA,45.5467871,8.0793108,"Biella, Biella, Provincia di Biella, Piemonte, Italy",False,5707,False
80,BILBAO ARENA,BILBAO BASKET,43.252258473666835,-2.926175311456404,"Askatasuna Etorb., 13, 48003 Bilbo, Bizkaia, Španija",True,10014,False
81,BILBAO ARENA,DOMINION BILBAO BASKET,43.252258473666835,-2.926175311456404,"Askatasuna Etorb., 13, 48003 Bilbo, Bizkaia, Španija", 13,10014,False
82,BILBAO ARENA,GESCRAP BILBAO BASKET,43.252258473666835,-2.926175311456404,"Askatasuna Etorb., 13, 48003 Bilbo, Bizkaia, Španija",True,10014,False
83,BILBAO ARENA,RETABET BILBAO BASKET,43.252258473666835,-2.926175311456404,"Askatasuna Etorb., 13, 48003 Bilbo, Bizkaia, Španija",True,10014,False
84,BILBAO ARENA,UXUE BILBAO BASKET,43.252258473666835,-2.926175311456404,"Askatasuna Etorb., 13, 48003 Bilbo, Bizkaia, Španija",True,10014,False
85,BJK COLATURKA ARENA,BESIKTAS COLA TURKA,41.08702683601714,29.02309781782025,"Akat, Açelya Sk No:2, 34335 Beşiktaş/İstanbul, Turčija",True,3200,False
86,BLM GROUP ARENA,DOLOMITI ENERGIA TRENTO,46.04114487760551,11.123226505300426,"38123 Trento, Autonomous Province of Trento, Italija",True,3569,False
87,BORIS TRAJKOVSKI,MZT SKOPJE AERODROM,42.009527,21.4040192,"Karposhi, Shkupi, Komuna e Karposhit, Qyteti i Shkupit, North Macedonia",False,10000,False
88,BROSE ARENA,BROSE BASKETS BAMBERG,49.879190905010475,10.920406863320682,"Forchheimer Str. 15, 96050 Bamberg, Nemčija",True,6150,False
89,BT-Arena,U-BT CLUJ-NAPOCA,46.7672051,23.5702936,"Cluj-Napoca, Municipiul Cluj - Napoca, Județul Cluj, Romania",False,10000,False
90,Bizkaia Arena/BEC,BILBAO BASKET,43.287902,-2.989424,"Barakaldo, Bizkaia, Euskadi, Spain",False,15414,False
91,CEC NAGORNY,NIZHNY NOVGOROD,56.2921314,43.9791607,"Nizhnij Novgorod, Sovetskiy, Nizhny Novgorod Urban Okrug, Nizhegorodskaya oblast', Russia",False,5500,False
92,CENTAR MILLENIUM,HEMOFARM,45.1183624,21.311286,"Vršac, Južnobanatski okrug, Vojvodina, Serbia",False,4400,False
93,CENTAR MILLENIUM,KK HEMOFARM STADA,45.1183624,21.311286,"Vršac, Južnobanatski okrug, Vojvodina, Serbia",False,4400,False
94,CENTENNIAL HALL,SLASK WROCLAW,51.10693612231383,17.07728500308066,"Wystawowa 1, 51-618 Wrocław, Poljska",True,10000,True
95,CENTER STOZICE,UNION OLIMPIJA LJUBLJANA,46.0805313,14.5242517,"Ljubljana, Slovenia",False,12480,False
96,CENTRO INSULAR DE DEPORTES,CB GRAN CANARIA,28.1130847,-15.4177436,"Las Palmas de Gran Canaria, Las Palmas, Canarias, Spain",False,5200,False
97,CENTRO INSULAR DE DEPORTES,GRAN CANARIA,28.1130847,-15.4177436,"Las Palmas de Gran Canaria, Las Palmas, Canarias, Spain",False,5200,False
98,CENTRO INSULAR DE DEPORTES,GRAN CANARIA 2014,28.1130847,-15.4177436,"Las Palmas de Gran Canaria, Las Palmas, Canarias, Spain",False,5200,False
99,CENTRO INSULAR DE DEPORTES,KALISE GRAN CANARIA,28.1130847,-15.4177436,"Las Palmas de Gran Canaria, Las Palmas, Canarias, Spain",False,5200,False
100,CENTRUM REKREACYJNO SPORTOWE,STELMET ZIELONA GORA,51.9561565,15.5235548,"Zielona Góra, Zielona Góra, Lubuskie, Poland",False,6000,True
101,CENTRUM REKREACYJNO-SPORTOWE,PGE TUROW ZGORZELEC,51.9561565,15.5235548,"Zielona Góra, Zielona Góra, Lubuskie, Poland",False,6000,True
102,CENTRUM REKREACYJNO-SPORTOWE,STELMET ZIELONA GORA,51.9561565,15.5235548,"Zielona Góra, Zielona Góra, Lubuskie, Poland",False,6000,True
103,CEZ ARENA,CEZ BASKETBALL NYMBURK,50.0402227,15.7694845,"Pardubice I, Pardubice, Pardubický kraj, Czechia",True,10004,False
104,CEZ ARENA,CEZ NYMBURK,50.0402227,15.7694845,"Pardubice I, Pardubice, Pardubický kraj, Czechia",True,10004,False
105,CEZ ARENA PARDUBICE,CEZ BASKETBALL NYMBURK,50.0402227,15.7694845,"Pardubice I, Pardubice, Pardubický kraj, Czechia",False,10300,False
106,CIDO ARENA,7BET-LIETKABELIS PANEVEZYS,55.732906189894045,24.342438829594563,"Panevėžys, 35190 Panevėžys City Municipality, Litva", 35190 Panevėžys City Municipality,5950,False
107,CIDO ARENA,LIETKABELIS PANEVEZYS,55.732906189894045,24.342438829594563,"Panevėžys, 35190 Panevėžys City Municipality, Litva",True,5950,False
108,"CULTURAL AND ENTERTAINMENT COMPLEX ""NAGORNY""",NIZHNY NOVGOROD,56.29222662606477,43.97918216313552,"Prospekt Gagarina, 29, Nizhny Novgorod, Nizhny Novgorod Oblast, Rusija, 603057",True,5500,False
109,DARUSSAFAKA AYHAN SAHENK,GALATASARAY,41.125642,29.0283797,"Darüşşafaka, Sarıyer, İstanbul, Türkiye",False,3500,False
110,DE MAASPOORT DEN BOSCH,EIFFELTOWERS DEN BOSCH,51.7226614,5.3155905,"'s-Hertogenbosch, 's-Hertogenbosch, Noord-Brabant, Netherlands",False,2700,True
111,DIMITRIS TOFALOS ARENA,PROMITHEAS PATRAS,38.28386614033245,21.773414732052757,"Patras 264 43, Grčija",True,4200,False
112,DOCKS OCÉANE,LE HAVRE,49.4911842,0.132135,"Le Havre, Seine-Maritime, Normandie, France",False,3600,True
113,DOM SPORTOVA,CEDEVITA ZAGREB,45.808124,15.9524627,"Zagreb, Grad Zagreb, Croatia",False,3100,False
114,DOM SPORTOVA ZAGREB,CEDEVITA ZAGREB,45.808124,15.9524627,"Zagreb, Grad Zagreb, Croatia",False,3100,False
115,DRAZEN PETROVIC,CEDEVITA ZAGREB,45.80239215665472,15.96340423198632,"Savska 30, 10000, Zagreb, Hrvaška", 10000,5400,False
116,DRAZEN PETROVIC,CIBONA ZAGREB,45.80239215665472,15.96340423198632,"Savska 30, 10000, Zagreb, Hrvaška",True,5400,False
117,DRUZHBA MULTIPURPOSE ARENA,NIZHNY NOVGOROD,55.712566,37.5663435,"Tsentralnyy administrativnyy okrug, Moskva, Khamovniki, Moskva, Moskva, Russia",False,3500,True
118,DS METEOR,BUDIVELNIK,48.43594162193466,35.004566733545126,"Dnipro, Dnipropetrovsk Oblast, Ukrajina, 49000",True,6200,False
119,EDEL-OPTICS.DE ARENA,HAMBURG TOWERS,53.495832160321015,10.002137892174693,"Kurt-Emmerich-Platz 10-12, 21109 Hamburg, Nemčija",True,3400,False
120,EDEL-OPTICS.DE ARENA,VEOLIA TOWERS HAMBURG,53.495832160321015,10.002137892174693,"Kurt-Emmerich-Platz 10-12, 21109 Hamburg, Nemčija",True,3400,False
121,EKINOX,JL BOURG EN BRESSE,46.18632979641398,5.247110277083758,"25 Av. du Maréchal Juin, 01000 Bourg-en-Bresse, Francija",True,3548,False
122,EKINOX,MINCIDELICE JL BOURG EN BRESSE,46.18632979641398,5.247110277083758,"25 Av. du Maréchal Juin, 01000 Bourg-en-Bresse, Francija",True,3548,False
123,ENERGIA AREENA,BISONS LOIMAA,60.2600215,24.83857,"Vantaa, Finland",False,3500,False
124,ERGO ARENA,TREFL SOPOT,54.42779969317747,18.58062249580356,"plac Dwóch Miast 1, 80-344 Gdańsk, Poljska",True,15000,False
125,EWE ARENA,EWE BASKETS OLDENBURG,53.14643461923166,8.228732302944747,"Maastrichter Str. 1, 26123 Oldenburg, Nemčija",True,6069,False
126,FERNANDO BUESA ARENA,ALBA BERLIN,42.8640882,-2.6416474,"Gasteiz, Araba, Euskadi, Spain",False,15716,False
127,FERNANDO BUESA ARENA,BILBAO BASKET,42.8640882,-2.6416474,"Gasteiz, Araba, Euskadi, Spain",False,15716,False
128,FERNANDO BUESA ARENA,POWER ELECTRONICS VALENCIA,42.8640882,-2.6416474,"Gasteiz, Araba, Euskadi, Spain",False,15716,False
129,FERNANDO MARTIN,MONTAKIT FUENLABRADA,40.28259297359239,-3.800473923640354,"Plaza de la Constitución, 1, 28943 Fuenlabrada, Madrid, Španija",True,5700,False
130,FOENIX ARENA,SZOLNOKI OLAJ,47.55245326079177,21.642071467001703,"Debrecen, Kassai út 28, 4028 Madžarska",True,8500,False
131,FOK MESHERSKIY,NIZHNY NOVGOROD,56.338687945821576,43.94300350522978,"Ulitsa Karla Marksa, 21, Nizhny Novgorod, Nizhny Novgorod Oblast, Rusija, 603159",True,1000,True
132,FRAPORT ARENA,FRAPORT SKYLINERS,50.101331513698696,8.527224173770932,"Silostraße 46, 65929 Frankfurt am Main, Nemčija",True,5002,False
133,FRAPORT ARENA,FRAPORT SKYLINERS FRANKFURT,50.101331513698696,8.527224173770932,"Silostraße 46, 65929 Frankfurt am Main, Nemčija",True,5002,False
134,FSC OLYMP,KHIMIK YUZHNE,53.1550102,12.1710348,"Pritzwalk, Prignitz, Brandenburg, Germany",False,3760,False
135,FUENTE DE SAN LUIS,VALENCIA BASKET,39.4438036,-0.3671856,"Fonteta de Sant Lluís, Valencia, Valencia, Valencian Community, Spain",False,9000,False
136,GAN NER ARENA,HAPOEL GILBOA GALIL,32.528706,35.336254,"Gan Ner, Yizrael, North District, Israel",False,2057,False
137,GDYNIA ARENA,ARKA GDYNIA,54.498953560786326,18.53124168289241,"Kazimierza Górskiego 8, 81-302 Gdynia, Poljska",True,5500,True
138,GDYNIA ARENA,ASSECO ARKA GDYNIA,54.498953560786326,18.53124168289241,"Kazimierza Górskiego 8, 81-302 Gdynia, Poljska",True,5500,True
139,GEW ENERGY DOME,KÖLN 99ERS,50.9501047,6.8801241,"Ehrenfeld, Köln, Kreisfreie Stadt Köln, Köln, Nordrhein-Westfalen, Germany",False,3200,True
140,GOLDBERG ARENA,HAPOEL GILBOA GALIL,31.75664467823199,35.18091345927131,"Avraham Stern St 3, Jerusalem, Izrael",True,2000,True
141,GOLDBERG ARENA,HAPOEL JERUSALEM,31.75664467823199,35.18091345927131,"Avraham Stern St 3, Jerusalem, Izrael",True,2000,True
142,GOLDBERG ARENA,HAPOEL MIGDAL JERUSALEM,31.75664467823199,35.18091345927131,"Avraham Stern St 3, Jerusalem, Izrael",True,2000,True
143,GOLDBERG ARENA,HAPOEL S.C. JERUSALEM,31.75664467823199,35.18091345927131,"Avraham Stern St 3, Jerusalem, Izrael",True,2000,True
144,GRAN CANARIA ARENA,GRAN CANARIA,28.103017137895346,-15.456441619571397,"C. Fondos de Segura, s/n, 35019 Las Palmas de Gran Canaria, Las Palmas, Španija",True,11500,False
145,GRAN CANARIA ARENA,HERBALIFE GRAN CANARIA,28.103017137895346,-15.456441619571397,"C. Fondos de Segura, s/n, 35019 Las Palmas de Gran Canaria, Las Palmas, Španija",True,11500,False
146,GRAN CANARIA ARENA,HERBALIFE GRAN CANARIA LAS PALMAS,28.103017137895346,-15.456441619571397,"C. Fondos de Segura, s/n, 35019 Las Palmas de Gran Canaria, Las Palmas, Španija",True,11500,False
147,GROSSE EWE ARENA,EWE BASKETS OLDENBURG,53.1463317,8.228807399999999,"Oldenburg, Kreisfreie Stadt Oldenburg, Niedersachsen, Germany",False,6069,False
148,GROSSE EWE ARENA,EWE BASKETS OLDENBURG ,53.1463317,8.228807399999999,"Oldenburg, Kreisfreie Stadt Oldenburg, Niedersachsen, Germany",False,6069,False
149,GUILFORD SPECTRUM,GUILDFORD HEAT,51.2494169,-0.5622614,"Surrey, England, United Kingdom",False,1500,True
150,HALA MISTRZOW,ANWIL WLOCLAWEK,52.64206091310289,19.07843120756477,"Aleja Fryderyka Chopina 8, 87-810 Włocławek, Poljska",True,4200,True
151,HALA ORBITA,ASCO SLASK WROCLAW,51.1322137,16.986762,"Fabryczna, Wrocław, Wrocław, Dolnośląskie, Poland",False,3000,False
152,HALA ORBITA,SLASK WROCLAW,51.1322137,16.986762,"Fabryczna, Wrocław, Wrocław, Dolnośląskie, Poland",False,3000,False
153,HALA ORBITA,TUROW ZGORZELEC,51.1322137,16.986762,"Fabryczna, Wrocław, Wrocław, Dolnośląskie, Poland",False,3000,False
154,HALA PIONIR,CRVENA ZVEZDA,44.815548,20.4847738,"Beograd, Grad Beograd, Serbia",False,8000,False
155,HALA PIONIR,CRVENA ZVEZDA DIVA BELGRADE,44.815548,20.4847738,"Beograd, Grad Beograd, Serbia",False,8000,False
156,HALA PIONIR,CRVENA ZVEZDA TELEKOM BELGRADE,44.815548,20.4847738,"Beograd, Grad Beograd, Serbia",False,8000,False
157,HALA SPORTOVA RANKO ZERAVICA,PARTIZAN NIS BELGRADE,44.8276589,20.4064171,"Novi Beograd, Beograd, Grad Beograd, Serbia",False,5000,False
158,HALE ANDRE VACHERESSE,CHORALE ROANNE,46.0312493,4.0515147,"Roanne, Loire, Auvergne-Rhône-Alpes, France",False,5000,True
159,HALLE CARPENTIER,JSF NANTERRE,48.8201482,2.3672397,"Paris, Département de Paris, Île-de-France, France",False,5009,False
160,HAYRI GUR ARENA,TRABZONSPOR MEDICAL PARK,40.9867199,39.8047948,"Pelitli, Ortahisar, Trabzon, Türkiye",False,7500,False
161,HELLINIKO OLYMPIC ARENA,PANIONIOS ATHENS,37.8967839,23.7226122,"Elliniko, Notios Tomeas Athinon, Greece",False,15000,False
162,HELSINKI ICE HALL,BISONS LOIMAA,60.1892751,24.9225114,"Helsinki, Finland",False,8200,False
163,Halle Georges Carpinter,PARIS BASKETBALL,48.8201482,2.3672397,"Paris, Département de Paris, Île-de-France, France",False,5000,True
164,"INDOOR HALL PERISTERIOU ""ANDREAS PAPANDREOU""",PANELLINIOS,38.02827367925028,23.678873617244637,"Damaskineas 2, Peristeri 121 37, Grčija",True,4000,False
165,JAKO ARENA BAMBERG,BROSE BASKETS,49.8790665,10.9203854,"Bamberg, Kreisfreie Stadt Bamberg, Oberfranken, Bayern, Germany",False,6150,False
166,JANE SANDANSKI,MZT SKOPJE AERODROM,41.993254,21.464572,"North Macedonia, Aerodrom, Skopje, Aerodrom, Greater Skopje",False,6500,True
167,JEZERO,RADNICKI KRAGUJEVAC,44.01359760154373,20.923726859466036,"Grada Sirena 15, Kragujevac 34000, Srbija",True,5320,False
168,JP CENTAR MORACA,BUDUCNOST VOLI PODGORICA,42.43909698555913,19.253710016553576,"C7Q3+6JJ, Ivana Milutinovića, Podgorica, Črna gora",True,6000,False
169,JP CENTAR MORACA,KK BUDUCNOST,42.43909698555913,19.253710016553576,"C7Q3+6JJ, Ivana Milutinovića, Podgorica, Črna gora",True,6000,False
